Match_ID,Over_Number,Ball_Number,Runs_Batter,Runs_Extras,Runs_Total,Is_Wide,Is_NoBall,Byes,LegByes,Is_Wicket,Dismissal_Kind,Substitution_Event,Batting_Team_ID,Batter_ID,Bowler_ID,Player_Out_ID
1473485,1,4,1,0,1,0,0,0,0,0,,0,8,29,132,
1473485,1,5,6,0,6,0,0,0,0,0,,0,8,30,132,
1473485,1,6,1,0,1,0,0,0,0,0,,0,8,30,132,
1473485,1,7,1,0,1,0,0,0,0,0,,0,8,29,132,
1473485,2,1,4,0,4,0,0,0,0,0,,0,8,29,25,
1473485,2,2,2,0,2,0,0,0,0,0,,0,8,29,25,
1473485,2,3,1,0,1,0,0,0,0,0,,0,8,29,25,
1473485,2,4,0,0,0,0,0,0,0,0,,0,8,30,25,
1473485,2,5,0,0,0,0,0,0,0,0,,0,8,30,25,
1473485,2,6,1,0,1,0,0,0,0,0,,0,8,30,25,
1473485,3,1,4,0,4,0,0,0,0,0,,0,8,30,26,
1473485,3,2,0,0,0,0,0,0,0,0,,0,8,30,26,
